aminerKey,title
2142456,Strong Nash Equilibrium Is in Smoothed P.
2142455,Predicting Disease Transmission from Geo-Tagged Micro-Blog Data.
2549738,Evaluating Retrieval Models through Histogram Analysis.
2142452,Deep Learning for Algorithm Portfolios.
2142450,Co-Training Based Bilingual Sentiment Lexicon Learning.
2142459,Bounding the Support Size in Extensive Form Games with Imperfect Information.
2142458,Unsupervised Lexical Simplification for Non-Native Speakers.
3136712,Feature Selection for Multi-Label Learning.
2896459,Camera Calibration from a Single Night Sky Image.
2896456,Super-resolution via recapture and Bayesian effect modeling.
2910545,Multi-View Time Series Classification: A Discriminative Bilinear Projection Approach.
2519004,Knowledge = Concepts: A Harmful Equation.
2519006,Feature Subset Selection Using the Wrapper Method: Overfitting and Dynamic Search Space Topology.
2519007,Transfer Knowledge between Cities.
1701532,h(odor): Interactive Discovery of Hypotheses on the Structure-Odor Relationship in Neuroscience.
1701534,Intelligent Urban Data Monitoring for Smart Cities.
1701536,Active Learning for Support Vector Machines with Maximum Model Change.
1701537,Support Vector Machines for Differential Prediction.
1701538,Fast and Exact Mining of Probabilistic Data Streams.
1701539,Sequential Data Classification in the Space of Liquid State Machines.
2551181,"A general account of effectiveness metrics for information tasks: retrieval, filtering, and clustering."
3137043,Domain Model Acquisition in the Presence of Static Relations in the LOP System.
2551185,An Initial Investigation into Fixed and Adaptive Stopping Strategies.
2192878,Conjunctive Query Equivalence of Keyed Relational Schemas.
1433926,Matching heterogeneous events with patterns.
2551458,Interactions between health searchers and search engines.
2551453,Investigating users' query formulations for cognitive search intents.
2551452,Cross-language context-aware citation recommendation in scientific articles.
2893669,Motion estimation for multi-camera systems using global optimization.
2893664,Graph-shifts: Natural image labeling by dynamic hierarchical computing.
2897320,Multi-object shape estimation and tracking from silhouette cues.
2897321,3D surface models by geometric constraints propagation.
2897323,Raw-to-Raw: Mapping between Image Sensor Color Responses.
2890319,Predicting User Annoyance Using Visual Attributes.
2890315,Active Aperture Control and Sensor Modulation for Flexible Imaging.
2890316,The development of the Image Understanding Environment.
2890317,Face recognition based on image sets.
2890310,Using Multiple Patches for 3D Object Recognition.
2890311,Improved Legibility of Text for Multiprojector Tiled Displays.
2890312,Stereo Head Calibration from a Planar Object.
1700668,On the Equivalence between Deep NADE and Generative Stochastic Networks.
1700666,Experimental Design in Dynamical System Identification: A Bandit-Based Active Learning Approach.
1700660,Discovering Dynamic Communities in Interaction Networks.
2518067,Large margin distribution machine.
2518066,Intelligent Instruments: Discovering How to Turn Spectral Data into Information.
2518060,CatchTartan: Representing and Summarizing Dynamic Multicontextual Behaviors.
2518063,Web Personalization and Recommender Systems.
2518062,Profit-maximizing cluster hires.
2887813,Multimodal semi-supervised learning for image classification.
2896587,Image categorization by learning with context and consistency.
2193302,Point vs. Interval-based Query Languages for Temporal Databases.
2895895,Transitive Distance Clustering with K-Means Duality.
2895896,Actionness Ranking with Lattice Conditional Ordinal Random Fields.
1433753,DBDesigner: A customizable physical design tool for Vertica Analytic Database.
2193304,"Join Dependency Testing, Loomis-Whitney Join, and Triangle Enumeration."
1435510,The Video Event Awareness System.
2153615,Assessing the Reliability of Facebook User Profiling.
2893198,Partial Optimality by Pruning for MAP-Inference with General Graphical Models.
2548665,Hierarchical Random Walk Inference in Knowledge Graphs.
2154938,Who are We Modelling: Bots or Humans?
3135191,The Statistical Learning of Accurate Heuristics.
2894145,Eigenboosting: Combining Discriminative and Generative Information.
2894144,A Comparison of PMD-Cameras and Stereo-Vision for the Task of Surface Reconstruction using Patchlets.
2894146,From categories to subcategories: Large-scale image classification with partial class label refinement.
2895234,Range-Sample Depth Feature for Action Recognition.
2518368,Transitive Transfer Learning.
1720896,Supporting Offics Document Architectures with Constrained Types.
2519826,FlexiMine - A Flexible Platform for KDD Research and Application Construction.
2519825,Using Local Spectral Methods to Robustify Graph-Based Learning Algorithms.
2519822,Hadoop's Impact on the Future of Data Management.
2519820,Brute-Force Mining of High-Confidence Classification Rules.
1721699,The Term Retrieval Machine.
2242108,Answering Keyword Queries involving Aggregates and GROUPBY on Relational Databases.
2276310,Learning to Fly Simple and Robust.
2275958,Extended Replicator Dynamics as a Key to Reinforcement Learning in Multi-agent Systems.
2275956,Two-Eyed Algorithms and Problems.
2549131,Semantification of Identifiers in Mathematics for Better Math Information Retrieval.
2549132,Leveraging User Reviews to Improve Accuracy for Mobile App Retrieval.
2549137,Web question answering: is more always better?.
2889773,Evaluation of Local Models of Dynamic Backgrounds.
2866709,A Semi-Supervised Framework for Social Spammer Detection.
2151938,A Two-Iteration Clustering Method to Reveal Unique and Hidden Characteristics of Items Based on Text Reviews.
1433111,CSI_GED: An efficient approach for graph edit similarity computation.
1433116,Similarity Search in Sets and Categorical Data Using the Signature Tree.
1433114,The QUIQ Engine: A Hybrid IR DB System.
1433115,CrowdCleaner: Data cleaning for multi-version data on the web via crowdsourcing.
1433119,Databases for Ambient Intelligence.
2911081,A Deep Relevance Matching Model for Ad-hoc Retrieval.
2911087,Content-Agnostic Malware Detection in Heterogeneous Malicious Distribution Graph.
2152428,ROCKER: A Refinement Operator for Key Discovery.
2152420,No Honor Among Thieves: A Large-Scale Analysis of Malicious Web Shells.
1432245,On masking topical intent in keyword search.
2154118,Power of Human Curation in Recommendation System.
2910069,MaC: A Probabilistic Framework for Query Answering with Machine-Crowd Collaboration.
2893501,Unsupervised learning of human perspective context using ME-DT for efficient human detection in surveillance.
2893502,Conditional density learning via regression with application to deformable shape segmentation.
2893503,Automatic Feature Learning for Robust Shadow Detection.
1701273,Multi-target Regression via Random Linear Target Combinations.
1701272,Early Classification of Time Series as a Non Myopic Sequential Decision Making Problem.
1701278,Automated Detection of Epidemics from the Usage Logs of a Physicians' Reference Database.
2140211,"Lego Plays Chess: A Low-Cost, Low-Complexity Approach to Intelligent Robotics."
2073779,CTC - Correlating Tree Patterns for Classification.
2073774,A Hierarchical Pattern Learning Framework for Forecasting Extreme Weather Events.
2073777,Modeling and Mining Spatiotemporal Social Contact of Metapopulation from Heterogeneous Data.
2073776,SAX-VSM: Interpretable Time Series Classification Using SAX and Vector Space Model.
2242946,Context-Aware Event Stream Analytics.
2141345,Predicting Peer-to-Peer Loan Rates Using Bayesian Non-Linear Regression.
2694555,SimplePPT: A Simple Principal Tree Algorithm.
2153469,"Dot Everyone!!: Power, the Internet and You."
2144190,The Dynamic Chinese Restaurant Process via Birth and Death Processes.
2144191,Finding Answers and Generating Explanations for Complex Biomedical Queries.
2144196,A CSA Model-Based Nuclear Power Plant Consultant.
2144444,State Aggregation in Monte Carlo Tree Search.
2889912,Eye Gaze Tracking Using an Active Stereo Head.
1722149,Will Database Researchers Have ANY Role in Data Security? (Panel Abstract).
2889915,A Boundary Extraction Method Based on Dual-T-Snakes and Dynamic Programming.
2889916,Video summarization by learning submodular mixtures of objectives.
2889917,Privacy preserving optics for miniature vision sensors.
2889919,Fuzzy chamfer distance and its probabilistic formulation for visual tracking.
1722144,Database Buffer Size Investigation for OLTP Workloads (Experience Paper).
1722145,tDP: An Optimal-Latency Budget Allocation Strategy for Crowdsourced MAXIMUM Operations.
2147183,Price Evolution in a Continuous Double Auction Prediction Market With a Scoring-Rule Based Market Maker.
2147186,Ensemble Classification for Relational Domains.
2147185,DISCO: Describing Images Using Scene Contexts and Objects.
2143873,Deep Reinforcement Learning with Double Q-Learning.
2143870,Efficient Spectral Feature Selection with Minimum Redundancy.
2074207,Cost-Sensitive Online Classification with Adaptive Regularization and Its Applications.
2143877,Modeling and Mining Spatiotemporal Patterns of Infection Risk from Heterogeneous Data for Active Surveillance Planning.
2143874,Artificial Intelligence for Predictive and Evidence Based Architecture Design.
2074203,Output Feature Augmented Lasso.
2142694,Solving Peg Solitaire with Bidirectional BFIDA.
2142691,A Functional Analysis of Historical Memory Retrieval Bias in the Word Sense Disambiguation Task.
2517713,The Evolving Meaning of Information Security.
2517710,Cuckoo Linear Algebra.
2517711,Understanding Behaviors that Lead to Purchasing: A Case Study of Pinterest.
2517716,Predicting Voice Elicited Emotions.
2142698,Automatic Extraction of Efficient Axiom Sets from Large Knowledge Bases.
2140445,Unsupervised Word Sense Disambiguation Using Markov Random Field and Dependency Parser.
2071533,A Collaborative Kalman Filter for Time-Evolving Dyadic Processes.
2140441,On Machine Learning towards Predictive Sales Pipeline Analytics.
1853156,Crowdsourcing High Quality Labels with a Tight Budget.
2145311,Approaches to Multi-Robot Exploration and Localization.
2145315,Searching Without a Heuristic: Efficient Use of Abstraction.
2520208,A dirichlet multinomial mixture model-based approach for short text clustering.
2520209,The Quest Data Mining System.
2520206,"More Constraints, Smaller Coresets: Constrained Matrix Approximation of Sparse Big Data."
2520201,Efficient Processing of Network Proximity Queries via Chebyshev Acceleration.
2143258,Fixing a Balanced Knockout Tournament.
2143257,Audit Games with Multiple Defender Resources.
2143253,A Topic-Based Coherence Model for Statistical Machine Translation.
2143251,Fine-Grained Entity Recognition.
2551023,Differences in the Use of Search Assistance for Tasks of Varying Complexity.
1722852,Issues in Building Large Database Systems.
1722854,SEMROD: Secure and Efficient MapReduce Over HybriD Clouds.
